date,state,city,place_type,confirmed,deaths,is_last,estimated_population,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2021-05-06,CE,Itapipoca,city,8177,220,True,130539,2306405,6264.02837,0.0269
2021-05-06,CE,Itapiúna,city,1648,24,True,20520,2306504,8031.18908,0.0146
2021-05-06,CE,Itarema,city,2833,39,True,42215,2306553,6710.88476,0.0138
2021-05-06,CE,Itatira,city,1737,32,True,21836,2306603,7954.75362,0.0184
2021-05-06,CE,Jaguaretama,city,1580,34,True,18147,2306702,8706.67328,0.0215
2021-05-06,CE,Jaguaribara,city,761,16,True,11492,2306801,6621.99791,0.021
2021-05-06,CE,Jaguaribe,city,3361,60,True,34636,2306900,9703.77642,0.0179
2021-05-06,CE,Jaguaruana,city,2383,52,True,33834,2307007,7043.21097,0.0218
2021-05-06,CE,Jardim,city,1013,31,True,27181,2307106,3726.86803,0.0306
2021-05-06,CE,Jati,city,542,8,True,8130,2307205,6666.66667,0.0148
2021-05-06,CE,Jijoca de Jericoacoara,city,2142,23,True,20087,2307254,10663.61328,0.0107
2021-05-06,CE,Juazeiro do Norte,city,21871,440,True,276264,2307304,7916.70286,0.0201
2021-05-06,CE,Jucás,city,1145,33,True,24892,2307403,4599.87144,0.0288
2021-05-06,CE,Lavras da Mangabeira,city,1911,36,True,31492,2307502,6068.2078,0.0188
2021-05-06,CE,Limoeiro do Norte,city,4922,80,True,59890,2307601,8218.4004,0.0163
2021-05-06,CE,Madalena,city,1069,30,True,19864,2307635,5381.59484,0.0281
2021-05-06,CE,Maracanaú,city,18655,605,True,229458,2307650,8130.02815,0.0324
2021-05-06,CE,Maranguape,city,10656,214,True,130346,2307700,8175.16456,0.0201
2021-05-06,CE,Marco,city,1462,29,True,27595,2307809,5298.06124,0.0198
2021-05-06,CE,Martinópole,city,1038,21,True,11321,2307908,9168.80134,0.0202
2021-05-06,CE,Massapê,city,1857,76,True,39044,2308005,4756.17252,0.0409
2021-05-06,CE,Mauriti,city,2657,62,True,48168,2308104,5516.11028,0.0233
2021-05-06,CE,Meruoca,city,1473,30,True,15185,2308203,9700.3622,0.0204
2021-05-06,CE,Milagres,city,2179,51,True,27462,2308302,7934.60054,0.0234
2021-05-06,CE,Milhã,city,761,20,True,13142,2308351,5790.59504,0.0263
2021-05-06,CE,Miraíma,city,900,13,True,13894,2308377,6477.61624,0.0144
2021-05-06,CE,Missão Velha,city,1634,22,True,35480,2308401,4605.4115,0.0135
2021-05-06,CE,Mombaça,city,3219,92,True,43858,2308500,7339.59597,0.0286
2021-05-06,CE,Monsenhor Tabosa,city,1353,27,True,17249,2308609,7843.93298,0.02
2021-05-06,CE,Morada Nova,city,6975,121,True,61738,2308708,11297.74207,0.0173
2021-05-06,CE,Moraújo,city,1561,22,True,8779,2308807,17781.06846,0.0141
2021-05-06,CE,Morrinhos,city,1193,21,True,22685,2308906,5258.98171,0.0176
2021-05-06,CE,Mucambo,city,1184,19,True,14549,2309003,8138.01636,0.016
2021-05-06,CE,Mulungu,city,657,15,True,10941,2309102,6004.93556,0.0228
2021-05-06,CE,Nova Olinda,city,806,12,True,15684,2309201,5138.99515,0.0149
2021-05-06,CE,Nova Russas,city,2035,42,True,32408,2309300,6279.31375,0.0206
2021-05-06,CE,Novo Oriente,city,1037,17,True,28673,2309409,3616.64283,0.0164
2021-05-06,CE,Ocara,city,1521,28,True,25833,2309458,5887.81791,0.0184
2021-05-06,CE,Orós,city,2402,62,True,21384,2309508,11232.69734,0.0258
2021-05-06,CE,Pacajus,city,4880,92,True,73188,2309607,6667.75974,0.0189
2021-05-06,CE,Pacatuba,city,5512,167,True,84554,2309706,6518.91099,0.0303
2021-05-06,CE,Pacoti,city,1020,22,True,12288,2309805,8300.78125,0.0216
2021-05-06,CE,Pacujá,city,541,10,True,6549,2309904,8260.80318,0.0185
2021-05-06,CE,Palhano,city,1058,20,True,9422,2310001,11229.03842,0.0189
2021-05-06,CE,Palmácia,city,733,15,True,13439,2310100,5454.27487,0.0205
2021-05-06,CE,Paracuru,city,3124,86,True,35304,2310209,8848.85565,0.0275
2021-05-06,CE,Paraipaba,city,2019,59,True,32992,2310258,6119.66537,0.0292
2021-05-06,CE,Parambu,city,1053,51,True,31455,2310308,3347.63948,0.0484
2021-05-06,CE,Paramoti,city,677,10,True,12252,2310407,5525.62847,0.0148
2021-05-06,CE,Pedra Branca,city,669,48,True,43309,2310506,1544.71357,0.0717
2021-05-06,CE,Penaforte,city,551,8,True,9143,2310605,6026.46834,0.0145
2021-05-06,CE,Pentecoste,city,3162,73,True,37900,2310704,8343.00792,0.0231
2021-05-06,CE,Pereiro,city,1315,14,True,16331,2310803,8052.17072,0.0106
2021-05-06,CE,Pindoretama,city,1499,35,True,20769,2310852,7217.4876,0.0233
2021-05-06,CE,Piquet Carneiro,city,1364,18,True,17086,2310902,7983.14409,0.0132
2021-05-06,CE,Pires Ferreira,city,766,6,True,11001,2310951,6963.00336,0.0078
2021-05-06,CE,Poranga,city,437,7,True,12347,2311009,3539.32129,0.016
2021-05-06,CE,Porteiras,city,1148,22,True,14958,2311108,7674.82284,0.0192
2021-05-06,CE,Potengi,city,363,4,True,11106,2311207,3268.50351,0.011
2021-05-06,CE,Potiretama,city,432,4,True,6437,2311231,6711.20087,0.0093
2021-05-06,CE,Quiterianópolis,city,1062,27,True,21166,2311264,5017.48087,0.0254
2021-05-06,CE,Quixadá,city,7026,134,True,88321,2311306,7955.07297,0.0191
2021-05-06,CE,Quixelô,city,1602,27,True,16147,2311355,9921.34762,0.0169
2021-05-06,CE,Quixeramobim,city,5817,165,True,81778,2311405,7113.16002,0.0284
2021-05-06,CE,Quixeré,city,2745,31,True,22293,2311504,12313.2822,0.0113
2021-05-06,CE,Redenção,city,3826,72,True,29146,2311603,13127.01571,0.0188
2021-05-06,CE,Reriutaba,city,1838,28,True,18385,2311702,9997.28039,0.0152
2021-05-06,CE,Russas,city,8408,148,True,78882,2311801,10658.95895,0.0176
2021-05-06,CE,Saboeiro,city,667,10,True,15788,2311900,4224.72764,0.015
2021-05-06,CE,Salitre,city,940,14,True,16635,2311959,5650.7364,0.0149
2021-05-06,CE,Santana do Acaraú,city,2013,68,True,32654,2312007,6164.63527,0.0338
2021-05-06,CE,Santana do Cariri,city,902,25,True,17712,2312106,5092.59259,0.0277
2021-05-06,CE,Santa Quitéria,city,4446,47,True,43711,2312205,10171.35275,0.0106
2021-05-06,CE,São Benedito,city,2896,55,True,48131,2312304,6016.91218,0.019
2021-05-06,CE,São Gonçalo do Amarante,city,6149,160,True,48869,2312403,12582.61884,0.026
2021-05-06,CE,São João do Jaguaribe,city,532,8,True,7601,2312502,6999.07907,0.015
2021-05-06,CE,São Luís do Curu,city,1091,28,True,13044,2312601,8363.99877,0.0257
2021-05-06,CE,Senador Pompeu,city,1443,36,True,25456,2312700,5668.60465,0.0249
2021-05-06,CE,Senador Sá,city,1008,10,True,7691,2312809,13106.22806,0.0099
2021-05-06,CE,Sobral,city,22820,595,True,210711,2312908,10829.99938,0.0261
2021-05-06,CE,Solonópole,city,1149,20,True,18357,2313005,6259.19268,0.0174
2021-05-06,CE,Tabuleiro do Norte,city,4100,48,True,30807,2313104,13308.66362,0.0117
2021-05-06,CE,Tamboril,city,1549,51,True,26225,2313203,5906.57769,0.0329
2021-05-06,CE,Tarrafas,city,293,8,True,8573,2313252,3417.70675,0.0273
2021-05-06,CE,Tauá,city,6536,125,True,59062,2313302,11066.33707,0.0191
2021-05-06,CE,Tejuçuoca,city,1233,23,True,19371,2313351,6365.18507,0.0187
2021-05-06,CE,Tianguá,city,7543,147,True,76537,2313401,9855.36407,0.0195
2021-05-06,CE,Trairi,city,1617,76,True,56291,2313500,2872.57288,0.047
2021-05-06,CE,Tururu,city,1112,31,True,16431,2313559,6767.69521,0.0279
2021-05-06,CE,Ubajara,city,1576,38,True,35047,2313609,4496.81856,0.0241
2021-05-06,CE,Umari,city,319,6,True,7736,2313708,4123.57808,0.0188
2021-05-06,CE,Umirim,city,734,34,True,19903,2313757,3687.88625,0.0463
2021-05-06,CE,Uruburetama,city,1730,54,True,22040,2313807,7849.36479,0.0312
2021-05-06,CE,Uruoca,city,1196,30,True,13915,2313906,8595.04132,0.0251
2021-05-06,CE,Varjota,city,1816,23,True,18471,2313955,9831.62796,0.0127
2021-05-06,CE,Várzea Alegre,city,2406,54,True,40903,2314003,5882.20913,0.0224
2021-05-06,CE,Viçosa do Ceará,city,3461,115,True,61410,2314102,5635.88992,0.0332
2021-05-06,DF,Brasília,city,337678,7356,True,3055149,5300108,11052.75062,0.0218
2021-05-06,DF,Importados/Indefinidos,city,46353,670,True,,,,0.0145
2021-05-06,ES,Afonso Cláudio,city,3115,54,True,30455,3200102,10228.20555,0.0173
2021-05-06,ES,Água Doce do Norte,city,719,33,True,10909,3200169,6590.88826,0.0459
2021-05-06,ES,Águia Branca,city,1804,57,True,9631,3200136,18731.18056,0.0316
2021-05-06,ES,Alegre,city,1901,45,True,29975,3200201,6341.95163,0.0237
2021-05-06,ES,Alfredo Chaves,city,2084,30,True,14636,3200300,14238.86308,0.0144
2021-05-06,ES,Alto Rio Novo,city,657,21,True,7874,3200359,8343.91669,0.032
2021-05-06,ES,Anchieta,city,4179,70,True,29779,3200409,14033.37923,0.0168
2021-05-06,ES,Apiacá,city,646,26,True,7554,3200508,8551.76066,0.0402
2021-05-06,ES,Aracruz,city,13464,192,True,103101,3200607,13059.03919,0.0143
2021-05-06,ES,Atilio Vivacqua,city,1322,23,True,12105,3200706,10921.10698,0.0174
2021-05-06,ES,Baixo Guandu,city,3098,69,True,31132,3200805,9951.17564,0.0223
2021-05-06,ES,Barra de São Francisco,city,4323,177,True,44979,3200904,9611.15187,0.0409
2021-05-06,ES,Boa Esperança,city,1150,35,True,15092,3201001,7619.93109,0.0304
2021-05-06,ES,Bom Jesus do Norte,city,857,21,True,9962,3201100,8602.69022,0.0245
2021-05-06,ES,Brejetuba,city,1432,13,True,12427,3201159,11523.29605,0.0091
2021-05-06,ES,Cachoeiro de Itapemirim,city,22484,471,True,210589,3201209,10676.72101,0.0209
2021-05-06,ES,Cariacica,city,34667,1120,True,383917,3201308,9029.81634,0.0323
2021-05-06,ES,Castelo,city,5241,100,True,37747,3201407,13884.54712,0.0191
2021-05-06,ES,Colatina,city,18076,312,True,123400,3201506,14648.29822,0.0173
2021-05-06,ES,Conceição da Barra,city,1248,42,True,31273,3201605,3990.66287,0.0337
2021-05-06,ES,Conceição do Castelo,city,1187,18,True,12806,3201704,9269.09261,0.0152
2021-05-06,ES,Divino de São Lourenço,city,350,7,True,4270,3201803,8196.72131,0.02
2021-05-06,ES,Domingos Martins,city,3210,58,True,33986,3201902,9445.06562,0.0181
2021-05-06,ES,Dores do Rio Preto,city,565,10,True,6771,3202009,8344.40998,0.0177
2021-05-06,ES,Ecoporanga,city,2623,52,True,22835,3202108,11486.75279,0.0198
2021-05-06,ES,Fundão,city,2154,53,True,21948,3202207,9814.10607,0.0246
2021-05-06,ES,Governador Lindenberg,city,1467,19,True,12880,3202256,11389.75155,0.013
2021-05-06,ES,Guaçuí,city,1967,86,True,31122,3202306,6320.2879,0.0437
2021-05-06,ES,Guarapari,city,13366,341,True,126701,3202405,10549.24586,0.0255
2021-05-06,ES,Ibatiba,city,2963,71,True,26426,3202454,11212.44229,0.024
2021-05-06,ES,Ibiraçu,city,1470,29,True,12591,3202504,11675.00596,0.0197
2021-05-06,ES,Ibitirama,city,356,9,True,8859,3202553,4018.51225,0.0253
2021-05-06,ES,Iconha,city,2340,17,True,13973,3202603,16746.5827,0.0073
2021-05-06,ES,Importados/Indefinidos,city,3365,172,True,,,,0.0511
2021-05-06,ES,Irupi,city,1279,34,True,13526,3202652,9455.86278,0.0266
2021-05-06,ES,Itaguaçu,city,1465,17,True,14023,3202702,10447.12258,0.0116
2021-05-06,ES,Itapemirim,city,3718,102,True,34656,3202801,10728.30102,0.0274
2021-05-06,ES,Itarana,city,1305,20,True,10494,3202900,12435.67753,0.0153
2021-05-06,ES,Iúna,city,2148,64,True,29290,3203007,7333.56094,0.0298
2021-05-06,ES,Jaguaré,city,3054,42,True,31039,3203056,9839.23451,0.0138
2021-05-06,ES,Jerônimo Monteiro,city,1019,35,True,12265,3203106,8308.19405,0.0343
2021-05-06,ES,João Neiva,city,2380,46,True,16722,3203130,14232.74728,0.0193
2021-05-06,ES,Laranja da Terra,city,586,8,True,10933,3203163,5359.91951,0.0137
2021-05-06,ES,Linhares,city,22312,316,True,176688,3203205,12627.90908,0.0142
2021-05-06,ES,Mantenópolis,city,780,41,True,15503,3203304,5031.28427,0.0526
2021-05-06,ES,Marataízes,city,5619,143,True,38883,3203320,14451.04544,0.0254
2021-05-06,ES,Marechal Floriano,city,2791,43,True,16920,3203346,16495.27187,0.0154
2021-05-06,ES,Marilândia,city,1897,23,True,12963,3203353,14633.95819,0.0121
2021-05-06,ES,Mimoso do Sul,city,2679,41,True,26115,3203403,10258.47214,0.0153
2021-05-06,ES,Montanha,city,1310,49,True,18894,3203502,6933.41802,0.0374
2021-05-06,ES,Mucurici,city,561,8,True,5496,3203601,10207.42358,0.0143
2021-05-06,ES,Muniz Freire,city,2499,38,True,17319,3203700,14429.23956,0.0152
2021-05-06,ES,Muqui,city,1761,47,True,15526,3203809,11342.26459,0.0267
2021-05-06,ES,Nova Venécia,city,4676,108,True,50434,3203908,9271.52318,0.0231
2021-05-06,ES,Pancas,city,2272,31,True,23306,3204005,9748.5626,0.0136
2021-05-06,ES,Pedro Canário,city,1823,45,True,26381,3204054,6910.27634,0.0247
2021-05-06,ES,Pinheiros,city,2661,65,True,27327,3204104,9737.62213,0.0244
2021-05-06,ES,Piúma,city,2326,71,True,22053,3204203,10547.31783,0.0305
2021-05-06,ES,Ponto Belo,city,525,13,True,7940,3204252,6612.09068,0.0248
2021-05-06,ES,Presidente Kennedy,city,1753,41,True,11658,3204302,15036.88454,0.0234
2021-05-06,ES,Rio Bananal,city,1969,27,True,19271,3204351,10217.42515,0.0137
2021-05-06,ES,Rio Novo do Sul,city,1323,20,True,11626,3204401,11379.66627,0.0151
2021-05-06,ES,Santa Leopoldina,city,929,21,True,12197,3204500,7616.62704,0.0226
2021-05-06,ES,Santa Maria de Jetibá,city,4598,44,True,41015,3204559,11210.53273,0.0096
2021-05-06,ES,Santa Teresa,city,3801,52,True,23724,3204609,16021.75013,0.0137
2021-05-06,ES,São Domingos do Norte,city,1105,19,True,8687,3204658,12720.15656,0.0172
2021-05-06,ES,São Gabriel da Palha,city,5493,64,True,38522,3204708,14259.38425,0.0117
2021-05-06,ES,São José do Calçado,city,804,50,True,10546,3204807,7623.7436,0.0622
2021-05-06,ES,São Mateus,city,10017,207,True,132642,3204906,7551.90664,0.0207
2021-05-06,ES,São Roque do Canaã,city,1596,17,True,12510,3204955,12757.79376,0.0107
2021-05-06,ES,Serra,city,56367,1171,True,527240,3205002,10690.95668,0.0208
2021-05-06,ES,Sooretama,city,2565,40,True,30680,3205010,8360.49544,0.0156
2021-05-06,ES,Vargem Alta,city,1971,35,True,21591,3205036,9128.80367,0.0178
2021-05-06,ES,Venda Nova do Imigrante,city,3854,38,True,25745,3205069,14969.89707,0.0099
2021-05-06,ES,Viana,city,6969,209,True,79500,3205101,8766.03774,0.03
2021-05-06,ES,Vila Pavão,city,964,16,True,9244,3205150,10428.38598,0.0166
2021-05-06,ES,Vila Valério,city,2538,25,True,14073,3205176,18034.53421,0.0099
2021-05-06,ES,Vila Velha,city,54821,1323,True,501325,3205200,10935.22166,0.0241
2021-05-06,ES,Vitória,city,48171,1069,True,365855,3205309,13166.69172,0.0222
2021-05-06,MA,Açailândia,city,4809,171,True,113121,2100055,4251.20004,0.0356
2021-05-06,MA,Afonso Cunha,city,158,2,True,6578,2100105,2401.94588,0.0127
2021-05-06,MA,Água Doce do Maranhão,city,673,8,True,12652,2100154,5319.3171,0.0119
2021-05-06,MA,Alcântara,city,263,14,True,22112,2100204,1189.39942,0.0532
2021-05-06,MA,Aldeias Altas,city,975,13,True,26757,2100303,3643.90627,0.0133
2021-05-06,MA,Altamira do Maranhão,city,288,8,True,8189,2100402,3516.91293,0.0278
2021-05-06,MA,Alto Alegre do Maranhão,city,874,22,True,27858,2100436,3137.33936,0.0252
2021-05-06,MA,Alto Alegre do Pindaré,city,1770,40,True,31943,2100477,5541.12012,0.0226
2021-05-06,MA,Alto Parnaíba,city,688,5,True,11212,2100501,6136.28255,0.0073
2021-05-06,MA,Amapá do Maranhão,city,138,2,True,7005,2100550,1970.02141,0.0145
2021-05-06,MA,Amarante do Maranhão,city,1507,54,True,41729,2100600,3611.39735,0.0358
2021-05-06,MA,Anajatuba,city,765,18,True,26988,2100709,2834.59315,0.0235
2021-05-06,MA,Anapurus,city,828,11,True,15894,2100808,5209.51302,0.0133
2021-05-06,MA,Apicum-Açu,city,424,3,True,17413,2100832,2434.96238,0.0071
2021-05-06,MA,Araguanã,city,750,5,True,15551,2100873,4822.84097,0.0067
2021-05-06,MA,Araioses,city,631,12,True,46771,2100907,1349.1266,0.019
2021-05-06,MA,Arame,city,1063,30,True,32764,2100956,3244.4146,0.0282
2021-05-06,MA,Arari,city,617,21,True,29932,2101004,2061.33904,0.034
2021-05-06,MA,Axixá,city,189,4,True,12183,2101103,1551.34203,0.0212
2021-05-06,MA,Bacabal,city,4395,156,True,104790,2101202,4194.10249,0.0355
2021-05-06,MA,Bacabeira,city,317,6,True,17252,2101251,1837.46812,0.0189
2021-05-06,MA,Bacuri,city,429,4,True,18654,2101301,2299.77485,0.0093
2021-05-06,MA,Bacurituba,city,112,1,True,5670,2101350,1975.30864,0.0089
2021-05-06,MA,Balsas,city,8523,135,True,95929,2101400,8884.69597,0.0158
2021-05-06,MA,Barão de Grajaú,city,315,2,True,18924,2101509,1664.55295,0.0063
2021-05-06,MA,Barra do Corda,city,5096,50,True,88492,2101608,5758.71265,0.0098
2021-05-06,MA,Barreirinhas,city,1781,33,True,63217,2101707,2817.28016,0.0185
2021-05-06,MA,Belágua,city,197,14,True,7528,2101731,2616.89692,0.0711
2021-05-06,MA,Bela Vista do Maranhão,city,292,3,True,11279,2101772,2588.88199,0.0103
2021-05-06,MA,Benedito Leite,city,295,2,True,5638,2101806,5232.3519,0.0068
2021-05-06,MA,Bequimão,city,275,17,True,21299,2101905,1291.14043,0.0618
2021-05-06,MA,Bernardo do Mearim,city,268,6,True,6073,2101939,4412.97547,0.0224
2021-05-06,MA,Boa Vista do Gurupi,city,15,4,True,8382,2101970,178.9549,0.2667
2021-05-06,MA,Bom Jardim,city,1182,40,True,41822,2102002,2826.26369,0.0338
2021-05-06,MA,Bom Jesus das Selvas,city,2723,22,True,34567,2102036,7877.45538,0.0081
2021-05-06,MA,Bom Lugar,city,432,7,True,16438,2102077,2628.05694,0.0162
2021-05-06,MA,Brejo,city,826,19,True,36651,2102101,2253.69021,0.023
2021-05-06,MA,Brejo de Areia,city,281,8,True,9014,2102150,3117.37298,0.0285
2021-05-06,MA,Buriti,city,751,7,True,28798,2102200,2607.81999,0.0093
2021-05-06,MA,Buriti Bravo,city,1201,12,True,23939,2102309,5016.918,0.01
2021-05-06,MA,Buriticupu,city,2965,38,True,72983,2102325,4062.58992,0.0128
2021-05-06,MA,Buritirana,city,329,23,True,15467,2102358,2127.10933,0.0699
2021-05-06,MA,Cachoeira Grande,city,221,5,True,9478,2102374,2331.71555,0.0226
2021-05-06,MA,Cajapió,city,72,4,True,11216,2102408,641.94009,0.0556
2021-05-06,MA,Cajari,city,172,6,True,19451,2102507,884.2733,0.0349
2021-05-06,MA,Campestre do Maranhão,city,903,40,True,14453,2102556,6247.83782,0.0443
2021-05-06,MA,Cândido Mendes,city,93,6,True,20278,2102606,458.62511,0.0645
2021-05-06,MA,Cantanhede,city,624,6,True,22117,2102705,2821.35914,0.0096
2021-05-06,MA,Capinzal do Norte,city,612,6,True,10935,2102754,5596.70782,0.0098
2021-05-06,MA,Carolina,city,645,17,True,24165,2102804,2669.1496,0.0264
2021-05-06,MA,Carutapera,city,737,33,True,23952,2102903,3076.98731,0.0448
2021-05-06,MA,Caxias,city,8722,189,True,165525,2103000,5269.29467,0.0217
2021-05-06,MA,Cedral,city,187,3,True,10693,2103109,1748.80763,0.016
2021-05-06,MA,Central do Maranhão,city,44,2,True,8740,2103125,503.43249,0.0455
2021-05-06,MA,Centro do Guilherme,city,400,4,True,13670,2103158,2926.11558,0.01
2021-05-06,MA,Centro Novo do Maranhão,city,874,9,True,21840,2103174,4001.8315,0.0103
2021-05-06,MA,Chapadinha,city,3502,88,True,80195,2103208,4366.85579,0.0251
2021-05-06,MA,Cidelândia,city,494,4,True,14777,2103257,3343.03309,0.0081
2021-05-06,MA,Codó,city,2523,162,True,123116,2103307,2049.28685,0.0642
2021-05-06,MA,Coelho Neto,city,1609,45,True,49621,2103406,3242.57875,0.028
2021-05-06,MA,Colinas,city,2738,44,True,41312,2103505,6627.61425,0.0161
2021-05-06,MA,Conceição do Lago-Açu,city,183,11,True,16400,2103554,1115.85366,0.0601
2021-05-06,MA,Coroatá,city,2682,63,True,65544,2103604,4091.90773,0.0235
2021-05-06,MA,Cururupu,city,1270,23,True,32626,2103703,3892.60099,0.0181
2021-05-06,MA,Davinópolis,city,477,19,True,12916,2103752,3693.09384,0.0398
2021-05-06,MA,Dom Pedro,city,1007,20,True,23372,2103802,4308.57436,0.0199
2021-05-06,MA,Duque Bacelar,city,685,10,True,11401,2103901,6008.24489,0.0146
2021-05-06,MA,Esperantinópolis,city,804,20,True,17104,2104008,4700.65482,0.0249
2021-05-06,MA,Estreito,city,3299,42,True,42527,2104057,7757.42469,0.0127
2021-05-06,MA,Feira Nova do Maranhão,city,1363,8,True,8484,2104073,16065.53512,0.0059
2021-05-06,MA,Fernando Falcão,city,836,1,True,10460,2104081,7992.35182,0.0012
2021-05-06,MA,Formosa da Serra Negra,city,1121,2,True,19258,2104099,5820.95752,0.0018
2021-05-06,MA,Fortaleza dos Nogueiras,city,997,14,True,12647,2104107,7883.29248,0.014
2021-05-06,MA,Fortuna,city,1300,5,True,15567,2104206,8350.99891,0.0038
2021-05-06,MA,Godofredo Viana,city,91,4,True,11963,2104305,760.67876,0.044
2021-05-06,MA,Gonçalves Dias,city,865,17,True,17944,2104404,4820.55283,0.0197
2021-05-06,MA,Governador Archer,city,380,3,True,10886,2104503,3490.72203,0.0079
2021-05-06,MA,Governador Edison Lobão,city,589,27,True,18520,2104552,3180.34557,0.0458
2021-05-06,MA,Governador Eugênio Barros,city,571,8,True,16882,2104602,3382.30068,0.014
2021-05-06,MA,Governador Luiz Rocha,city,210,1,True,7841,2104628,2678.22982,0.0048
2021-05-06,MA,Governador Newton Bello,city,684,7,True,10151,2104651,6738.25239,0.0102
2021-05-06,MA,Governador Nunes Freire,city,758,8,True,25539,2104677,2968.00971,0.0106
2021-05-06,MA,Graça Aranha,city,124,3,True,6261,2104701,1980.51429,0.0242
2021-05-06,MA,Grajaú,city,4237,94,True,70065,2104800,6047.24185,0.0222
2021-05-06,MA,Guimarães,city,359,7,True,11997,2104909,2992.41477,0.0195
2021-05-06,MA,Humberto de Campos,city,1371,10,True,28932,2105005,4738.69764,0.0073
2021-05-06,MA,Icatu,city,227,10,True,27269,2105104,832.4471,0.0441
2021-05-06,MA,Igarapé do Meio,city,550,23,True,14324,2105153,3839.70958,0.0418
2021-05-06,MA,Igarapé Grande,city,1452,13,True,11387,2105203,12751.38316,0.009
2021-05-06,MA,Imperatriz,city,14860,709,True,259337,2105302,5729.99611,0.0477
2021-05-06,MA,Itaipava do Grajaú,city,659,7,True,16005,2105351,4117.46329,0.0106
2021-05-06,MA,Itapecuru Mirim,city,2175,53,True,68723,2105401,3164.8793,0.0244
2021-05-06,MA,Itinga do Maranhão,city,719,23,True,26068,2105427,2758.17094,0.032
2021-05-06,MA,Jatobá,city,91,5,True,10310,2105450,882.63822,0.0549
2021-05-06,MA,Jenipapo dos Vieiras,city,1092,18,True,17040,2105476,6408.4507,0.0165
2021-05-06,MA,João Lisboa,city,618,40,True,23740,2105500,2603.20135,0.0647
2021-05-06,MA,Joselândia,city,534,2,True,16198,2105609,3296.7033,0.0037
2021-05-06,MA,Junco do Maranhão,city,291,2,True,4392,2105658,6625.68306,0.0069
2021-05-06,MA,Lagoa do Mato,city,572,12,True,11265,2105922,5077.67421,0.021
2021-05-06,MA,Lagoa Grande do Maranhão,city,560,14,True,11464,2105963,4884.85694,0.025
2021-05-06,MA,Lago da Pedra,city,1422,7,True,50616,2105708,2809.38834,0.0049
2021-05-06,MA,Lago do Junco,city,242,10,True,10869,2105807,2226.51578,0.0413
2021-05-06,MA,Lago dos Rodrigues,city,2235,62,True,8857,2105948,25234.27797,0.0277
2021-05-06,MA,Lago Verde,city,478,3,True,16314,2105906,2929.99877,0.0063
2021-05-06,MA,Lajeado Novo,city,360,11,True,7602,2105989,4735.5959,0.0306
2021-05-06,MA,Lima Campos,city,978,9,True,11918,2106003,8206.07484,0.0092
2021-05-06,MA,Loreto,city,539,4,True,12214,2106102,4412.96872,0.0074
2021-05-06,MA,Luís Domingues,city,453,1,True,6984,2106201,6486.2543,0.0022
2021-05-06,MA,Magalhães de Almeida,city,497,7,True,20029,2106300,2481.40197,0.0141
2021-05-06,MA,Maracaçumé,city,541,6,True,21586,2106326,2506.25405,0.0111
2021-05-06,MA,Marajá do Sena,city,231,4,True,7775,2106359,2971.06109,0.0173
2021-05-06,MA,Maranhãozinho,city,545,8,True,16511,2106375,3300.82975,0.0147
2021-05-06,MA,Mata Roma,city,350,11,True,16977,2106409,2061.61277,0.0314
2021-05-06,MA,Matinha,city,350,6,True,23482,2106508,1490.50336,0.0171
2021-05-06,MA,Matões,city,929,12,True,33943,2106607,2736.94134,0.0129
2021-05-06,MA,Matões do Norte,city,236,2,True,17033,2106631,1385.54571,0.0085
2021-05-06,MA,Milagres do Maranhão,city,239,1,True,8483,2106672,2817.3995,0.0042
2021-05-06,MA,Mirador,city,891,7,True,21031,2106706,4236.60311,0.0079
2021-05-06,MA,Miranda do Norte,city,792,20,True,28754,2106755,2754.39939,0.0253
2021-05-06,MA,Mirinzal,city,248,16,True,15011,2106805,1652.12178,0.0645
2021-05-06,MA,Monção,city,1504,26,True,33664,2106904,4467.68061,0.0173
2021-05-06,MA,Montes Altos,city,732,9,True,9111,2107001,8034.24432,0.0123
2021-05-06,MA,Morros,city,235,10,True,19572,2107100,1200.69487,0.0426
2021-05-06,MA,Nina Rodrigues,city,431,9,True,14642,2107209,2943.58694,0.0209
2021-05-06,MA,Nova Colinas,city,322,5,True,5427,2107258,5933.29648,0.0155
2021-05-06,MA,Nova Iorque,city,89,1,True,4682,2107308,1900.89705,0.0112
2021-05-06,MA,Nova Olinda do Maranhão,city,466,10,True,21080,2107357,2210.62619,0.0215
2021-05-06,MA,Olho d'Água das Cunhãs,city,727,21,True,19561,2107407,3716.57891,0.0289
2021-05-06,MA,Olinda Nova do Maranhão,city,497,10,True,14836,2107456,3349.95956,0.0201
2021-05-06,MA,Paço do Lumiar,city,802,142,True,123747,2107506,648.09652,0.1771
2021-05-06,MA,Palmeirândia,city,71,9,True,19781,2107605,358.93029,0.1268
2021-05-06,MA,Paraibano,city,903,25,True,21479,2107704,4204.10634,0.0277
2021-05-06,MA,Parnarama,city,990,14,True,35008,2107803,2827.92505,0.0141
2021-05-06,MA,Passagem Franca,city,1247,28,True,19137,2107902,6516.17286,0.0225
2021-05-06,MA,Pastos Bons,city,698,11,True,19583,2108009,3564.31599,0.0158
2021-05-06,MA,Paulino Neves,city,189,3,True,16166,2108058,1169.12038,0.0159
2021-05-06,MA,Paulo Ramos,city,1045,30,True,21066,2108108,4960.60002,0.0287
