date,state,city,place_type,confirmed,deaths,is_last,estimated_population,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2021-05-06,RS,Vicente Dutra,city,142,3,True,4599,4323101,3087.62775,0.0211
2021-05-06,RS,Victor Graeff,city,317,6,True,2860,4323200,11083.91608,0.0189
2021-05-06,RS,Vila Flores,city,553,9,True,3396,4323309,16283.86337,0.0163
2021-05-06,RS,Vila Lângaro,city,209,1,True,2080,4323358,10048.07692,0.0048
2021-05-06,RS,Vila Maria,city,578,7,True,4363,4323408,13247.7653,0.0121
2021-05-06,RS,Vila Nova do Sul,city,111,7,True,4277,4323457,2595.27706,0.0631
2021-05-06,RS,Vista Alegre,city,228,2,True,2739,4323507,8324.20591,0.0088
2021-05-06,RS,Vista Alegre do Prata,city,52,4,True,1557,4323606,3339.75594,0.0769
2021-05-06,RS,Vista Gaúcha,city,194,9,True,2855,4323705,6795.09632,0.0464
2021-05-06,RS,Vitória das Missões,city,186,4,True,3092,4323754,6015.52393,0.0215
2021-05-06,RS,Westfália,city,308,6,True,3031,4323770,10161.66282,0.0195
2021-05-06,RS,Xangri-lá,city,787,35,True,16775,4323804,4691.50522,0.0445
2021-05-06,SP,Adamantina,city,2452,72,True,35111,3500105,6983.5664,0.0294
2021-05-06,SP,Adolfo,city,391,9,True,3554,3500204,11001.68824,0.023
2021-05-06,SP,Aguaí,city,2006,54,True,36648,3500303,5473.6957,0.0269
2021-05-06,SP,Águas da Prata,city,405,19,True,8221,3500402,4926.40798,0.0469
2021-05-06,SP,Águas de Lindóia,city,1086,25,True,18808,3500501,5774.13866,0.023
2021-05-06,SP,Águas de Santa Bárbara,city,306,12,True,6109,3500550,5009.00311,0.0392
2021-05-06,SP,Águas de São Pedro,city,221,5,True,3521,3500600,6276.62596,0.0226
2021-05-06,SP,Agudos,city,2805,61,True,37401,3500709,7499.79947,0.0217
2021-05-06,SP,Alambari,city,437,9,True,6129,3500758,7130.03753,0.0206
2021-05-06,SP,Alfredo Marcondes,city,206,9,True,4184,3500808,4923.51816,0.0437
2021-05-06,SP,Altair,city,139,9,True,4186,3500907,3320.59245,0.0647
2021-05-06,SP,Altinópolis,city,698,23,True,16203,3501004,4307.84423,0.033
2021-05-06,SP,Alto Alegre,city,259,12,True,4088,3501103,6335.61644,0.0463
2021-05-06,SP,Alumínio,city,1135,37,True,18767,3501152,6047.84995,0.0326
2021-05-06,SP,Álvares Florence,city,337,11,True,3647,3501202,9240.47162,0.0326
2021-05-06,SP,Álvares Machado,city,1360,41,True,24998,3501301,5440.43523,0.0301
2021-05-06,SP,Álvaro de Carvalho,city,142,9,True,5274,3501400,2692.45355,0.0634
2021-05-06,SP,Alvinlândia,city,115,7,True,3237,3501509,3552.67223,0.0609
2021-05-06,SP,Americana,city,16109,503,True,242018,3501608,6656.11649,0.0312
2021-05-06,SP,Américo Brasiliense,city,3128,72,True,41032,3501707,7623.31839,0.023
2021-05-06,SP,Américo de Campos,city,624,22,True,5981,3501806,10433.03795,0.0353
2021-05-06,SP,Amparo,city,4247,107,True,72677,3501905,5843.66443,0.0252
2021-05-06,SP,Analândia,city,257,3,True,5056,3502002,5083.06962,0.0117
2021-05-06,SP,Andradina,city,4631,198,True,57202,3502101,8095.87077,0.0428
2021-05-06,SP,Angatuba,city,2201,58,True,25479,3502200,8638.4866,0.0264
2021-05-06,SP,Anhembi,city,137,4,True,6819,3502309,2009.09224,0.0292
2021-05-06,SP,Anhumas,city,191,4,True,4144,3502408,4609.07336,0.0209
2021-05-06,SP,Aparecida,city,2074,70,True,36185,3502507,5731.65676,0.0338
2021-05-06,SP,Aparecida d'Oeste,city,596,12,True,4158,3502606,14333.81433,0.0201
2021-05-06,SP,Apiaí,city,948,44,True,24226,3502705,3913.15116,0.0464
2021-05-06,SP,Araçariguama,city,1215,41,True,22860,3502754,5314.96063,0.0337
2021-05-06,SP,Araçatuba,city,21592,636,True,198129,3502804,10897.95033,0.0295
2021-05-06,SP,Araçoiaba da Serra,city,2020,47,True,34776,3502903,5808.60363,0.0233
2021-05-06,SP,Aramina,city,251,10,True,5655,3503000,4438.54996,0.0398
2021-05-06,SP,Arandu,city,275,7,True,6365,3503109,4320.50275,0.0255
2021-05-06,SP,Arapeí,city,180,2,True,2460,3503158,7317.07317,0.0111
2021-05-06,SP,Araraquara,city,16479,376,True,238339,3503208,6914.10134,0.0228
2021-05-06,SP,Araras,city,13310,298,True,135506,3503307,9822.44329,0.0224
2021-05-06,SP,Arco-Íris,city,92,6,True,1773,3503356,5188.94529,0.0652
2021-05-06,SP,Arealva,city,602,8,True,8613,3503406,6989.43458,0.0133
2021-05-06,SP,Areias,city,233,1,True,3896,3503505,5980.49281,0.0043
2021-05-06,SP,Areiópolis,city,909,12,True,11158,3503604,8146.62126,0.0132
2021-05-06,SP,Ariranha,city,404,14,True,9761,3503703,4138.92019,0.0347
2021-05-06,SP,Artur Nogueira,city,3268,94,True,55340,3503802,5905.31261,0.0288
2021-05-06,SP,Arujá,city,5985,229,True,91157,3503901,6565.59562,0.0383
2021-05-06,SP,Aspásia,city,93,4,True,1818,3503950,5115.51155,0.043
2021-05-06,SP,Assis,city,7248,239,True,105087,3504008,6897.14237,0.033
2021-05-06,SP,Atibaia,city,8712,208,True,144088,3504107,6046.30504,0.0239
2021-05-06,SP,Auriflama,city,1632,56,True,15253,3504206,10699.53452,0.0343
2021-05-06,SP,Avaí,city,265,6,True,5436,3504305,4874.90802,0.0226
2021-05-06,SP,Avanhandava,city,559,24,True,13859,3504404,4033.48005,0.0429
2021-05-06,SP,Avaré,city,6346,141,True,91232,3504503,6955.89267,0.0222
2021-05-06,SP,Bady Bassitt,city,2395,51,True,17761,3504602,13484.60109,0.0213
2021-05-06,SP,Balbinos,city,309,4,True,5934,3504701,5207.28008,0.0129
2021-05-06,SP,Bálsamo,city,1277,49,True,9139,3504800,13973.08239,0.0384
2021-05-06,SP,Bananal,city,828,2,True,10993,3504909,7532.06586,0.0024
2021-05-06,SP,Barão de Antonina,city,222,3,True,3498,3505005,6346.4837,0.0135
2021-05-06,SP,Barbosa,city,354,10,True,7468,3505104,4740.22496,0.0282
2021-05-06,SP,Bariri,city,2267,90,True,35558,3505203,6375.49918,0.0397
2021-05-06,SP,Barra Bonita,city,2610,69,True,36126,3505302,7224.7135,0.0264
2021-05-06,SP,Barra do Chapéu,city,223,1,True,5760,3505351,3871.52778,0.0045
2021-05-06,SP,Barra do Turvo,city,464,11,True,7632,3505401,6079.66457,0.0237
2021-05-06,SP,Barretos,city,10693,327,True,122833,3505500,8705.31535,0.0306
2021-05-06,SP,Barrinha,city,1244,51,True,33180,3505609,3749.24653,0.041
2021-05-06,SP,Barueri,city,23095,875,True,276982,3505708,8338.08695,0.0379
2021-05-06,SP,Bastos,city,696,24,True,20953,3505807,3321.72004,0.0345
2021-05-06,SP,Batatais,city,2164,91,True,62980,3505906,3436.01143,0.0421
2021-05-06,SP,Bauru,city,35745,783,True,379297,3506003,9424.01337,0.0219
2021-05-06,SP,Bebedouro,city,3304,90,True,77555,3506102,4260.20244,0.0272
2021-05-06,SP,Bento de Abreu,city,246,0,True,3005,3506201,8186.35607,0.0
2021-05-06,SP,Bernardino de Campos,city,394,8,True,11158,3506300,3531.09876,0.0203
2021-05-06,SP,Bertioga,city,4632,120,True,64723,3506359,7156.65219,0.0259
2021-05-06,SP,Bilac,city,721,12,True,8117,3506409,8882.59209,0.0166
2021-05-06,SP,Birigui,city,11221,394,True,124883,3506508,8985.21016,0.0351
2021-05-06,SP,Biritiba Mirim,city,1025,66,True,32936,3506607,3112.09619,0.0644
2021-05-06,SP,Boa Esperança do Sul,city,689,11,True,15018,3506706,4587.82794,0.016
2021-05-06,SP,Bocaina,city,1091,25,True,12452,3506805,8761.64472,0.0229
2021-05-06,SP,Bofete,city,561,13,True,11921,3506904,4705.98104,0.0232
2021-05-06,SP,Boituva,city,4251,104,True,62170,3507001,6837.70307,0.0245
2021-05-06,SP,Bom Jesus dos Perdões,city,1706,22,True,25985,3507100,6565.32615,0.0129
2021-05-06,SP,Bom Sucesso de Itararé,city,119,5,True,3984,3507159,2986.94779,0.042
2021-05-06,SP,Borá,city,60,0,True,838,3507209,7159.90453,0.0
2021-05-06,SP,Boracéia,city,770,19,True,4868,3507308,15817.58422,0.0247
2021-05-06,SP,Borborema,city,978,34,True,16164,3507407,6050.48255,0.0348
2021-05-06,SP,Borebi,city,130,2,True,2683,3507456,4845.3224,0.0154
2021-05-06,SP,Botucatu,city,11125,210,True,148130,3507506,7510.29501,0.0189
2021-05-06,SP,Bragança Paulista,city,12910,342,True,170533,3507605,7570.38227,0.0265
2021-05-06,SP,Braúna,city,362,19,True,5741,3507704,6305.52169,0.0525
2021-05-06,SP,Brejo Alegre,city,263,11,True,2889,3507753,9103.49602,0.0418
2021-05-06,SP,Brodowski,city,1797,47,True,25277,3507803,7109.22973,0.0262
2021-05-06,SP,Brotas,city,438,29,True,24636,3507902,1777.88602,0.0662
2021-05-06,SP,Buri,city,2126,56,True,19965,3508009,10648.63511,0.0263
2021-05-06,SP,Buritama,city,1828,53,True,17281,3508108,10578.09155,0.029
2021-05-06,SP,Buritizal,city,228,9,True,4514,3508207,5050.95259,0.0395
2021-05-06,SP,Cabrália Paulista,city,246,2,True,4243,3508306,5797.78459,0.0081
2021-05-06,SP,Cabreúva,city,3036,71,True,50429,3508405,6020.34544,0.0234
2021-05-06,SP,Caçapava,city,6003,166,True,95018,3508504,6317.75032,0.0277
2021-05-06,SP,Cachoeira Paulista,city,1944,30,True,33581,3508603,5788.98782,0.0154
2021-05-06,SP,Caconde,city,990,18,True,19009,3508702,5208.05934,0.0182
2021-05-06,SP,Cafelândia,city,641,30,True,17843,3508801,3592.44522,0.0468
2021-05-06,SP,Caiabu,city,70,5,True,4193,3508900,1669.44908,0.0714
2021-05-06,SP,Caieiras,city,6454,231,True,102775,3509007,6279.73729,0.0358
2021-05-06,SP,Caiuá,city,250,5,True,5946,3509106,4204.50723,0.02
2021-05-06,SP,Cajamar,city,3469,169,True,77934,3509205,4451.2023,0.0487
2021-05-06,SP,Cajati,city,2829,71,True,28494,3509254,9928.40598,0.0251
2021-05-06,SP,Cajobi,city,710,24,True,10596,3509304,6700.64175,0.0338
2021-05-06,SP,Cajuru,city,777,33,True,26393,3509403,2943.96241,0.0425
2021-05-06,SP,Campina do Monte Alegre,city,405,12,True,6057,3509452,6686.47845,0.0296
2021-05-06,SP,Campinas,city,78410,3098,True,1213792,3509502,6459.92065,0.0395
2021-05-06,SP,Campo Limpo Paulista,city,3961,179,True,85541,3509601,4630.52805,0.0452
2021-05-06,SP,Campos do Jordão,city,3596,54,True,52405,3509700,6861.94065,0.015
2021-05-06,SP,Campos Novos Paulista,city,198,3,True,4997,3509809,3962.37743,0.0152
2021-05-06,SP,Cananéia,city,547,20,True,12541,3509908,4361.69364,0.0366
2021-05-06,SP,Canas,city,162,4,True,5204,3509957,3112.99001,0.0247
2021-05-06,SP,Cândido Mota,city,2544,77,True,31346,3510005,8115.86805,0.0303
2021-05-06,SP,Cândido Rodrigues,city,106,4,True,2799,3510104,3787.06681,0.0377
2021-05-06,SP,Canitar,city,446,7,True,5292,3510153,8427.81557,0.0157
2021-05-06,SP,Capão Bonito,city,3235,64,True,47118,3510203,6865.74133,0.0198
2021-05-06,SP,Capela do Alto,city,1098,17,True,20985,3510302,5232.30879,0.0155
2021-05-06,SP,Capivari,city,3452,65,True,56379,3510401,6122.84716,0.0188
2021-05-06,SP,Caraguatatuba,city,12826,340,True,123389,3510500,10394.76777,0.0265
2021-05-06,SP,Carapicuíba,city,25928,790,True,403183,3510609,6430.8267,0.0305
2021-05-06,SP,Cardoso,city,714,33,True,12349,3510708,5781.84468,0.0462
2021-05-06,SP,Casa Branca,city,1712,46,True,30520,3510807,5609.43644,0.0269
2021-05-06,SP,Cássia dos Coqueiros,city,151,1,True,2505,3510906,6027.94411,0.0066
2021-05-06,SP,Castilho,city,1597,47,True,21267,3511003,7509.28669,0.0294
2021-05-06,SP,Catanduva,city,8219,349,True,122497,3511102,6709.55207,0.0425
2021-05-06,SP,Catiguá,city,563,16,True,7855,3511201,7167.40929,0.0284
2021-05-06,SP,Cedral,city,748,18,True,9346,3511300,8003.42392,0.0241
2021-05-06,SP,Cerqueira César,city,1190,26,True,20191,3511409,5893.71502,0.0218
2021-05-06,SP,Cerquilho,city,3683,78,True,49802,3511508,7395.28533,0.0212
2021-05-06,SP,Cesário Lange,city,1170,42,True,18375,3511607,6367.34694,0.0359
2021-05-06,SP,Charqueada,city,1010,28,True,17367,3511706,5815.62734,0.0277
2021-05-06,SP,Chavantes,city,598,20,True,12418,3557204,4815.59027,0.0334
2021-05-06,SP,Clementina,city,616,9,True,8757,3511904,7034.3725,0.0146
2021-05-06,SP,Colina,city,1101,35,True,18535,3512001,5940.1133,0.0318
2021-05-06,SP,Colômbia,city,330,6,True,6216,3512100,5308.88031,0.0182
2021-05-06,SP,Conchal,city,1521,49,True,28273,3512209,5379.69087,0.0322
2021-05-06,SP,Conchas,city,1620,43,True,18019,3512308,8990.51002,0.0265
2021-05-06,SP,Cordeirópolis,city,3561,49,True,24826,3512407,14343.83308,0.0138
2021-05-06,SP,Coroados,city,458,13,True,6129,3512506,7472.67091,0.0284
2021-05-06,SP,Coronel Macedo,city,316,17,True,4635,3512605,6817.69148,0.0538
2021-05-06,SP,Corumbataí,city,324,7,True,4064,3512704,7972.44094,0.0216
2021-05-06,SP,Cosmópolis,city,5487,114,True,73474,3512803,7467.94785,0.0208
2021-05-06,SP,Cosmorama,city,560,28,True,7298,3512902,7673.33516,0.05
2021-05-06,SP,Cotia,city,10371,424,True,253608,3513009,4089.38204,0.0409
2021-05-06,SP,Cravinhos,city,1307,72,True,35579,3513108,3673.51528,0.0551
2021-05-06,SP,Cristais Paulista,city,676,5,True,8718,3513207,7754.07203,0.0074
2021-05-06,SP,Cruzália,city,112,3,True,2046,3513306,5474.0958,0.0268
2021-05-06,SP,Cruzeiro,city,4177,61,True,82571,3513405,5058.67678,0.0146
2021-05-06,SP,Cubatão,city,10997,358,True,131626,3513504,8354.73235,0.0326
2021-05-06,SP,Cunha,city,614,5,True,21459,3513603,2861.27033,0.0081
2021-05-06,SP,Descalvado,city,2523,45,True,33910,3513702,7440.2831,0.0178
2021-05-06,SP,Diadema,city,20373,871,True,426757,3513801,4773.91115,0.0428
2021-05-06,SP,Dirce Reis,city,98,3,True,1799,3513850,5447.47082,0.0306
2021-05-06,SP,Divinolândia,city,914,37,True,11086,3513900,8244.63287,0.0405
2021-05-06,SP,Dobrada,city,420,5,True,9010,3514007,4661.48724,0.0119
2021-05-06,SP,Dois Córregos,city,1275,34,True,27512,3514106,4634.34138,0.0267
2021-05-06,SP,Dolcinópolis,city,151,6,True,2112,3514205,7149.62121,0.0397
2021-05-06,SP,Dourado,city,433,10,True,8878,3514304,4877.2246,0.0231
2021-05-06,SP,Dracena,city,4220,197,True,47043,3514403,8970.51634,0.0467
2021-05-06,SP,Duartina,city,591,16,True,12433,3514502,4753.47865,0.0271
2021-05-06,SP,Dumont,city,1009,13,True,10023,3514601,10066.84625,0.0129
2021-05-06,SP,Echaporã,city,399,15,True,6064,3514700,6579.8153,0.0376
2021-05-06,SP,Eldorado,city,1048,15,True,15544,3514809,6742.15131,0.0143
2021-05-06,SP,Elias Fausto,city,1024,27,True,17936,3514908,5709.18822,0.0264
2021-05-06,SP,Elisiário,city,325,5,True,3697,3514924,8790.91155,0.0154
2021-05-06,SP,Embaúba,city,84,4,True,2449,3514957,3429.97142,0.0476
2021-05-06,SP,Embu das Artes,city,8034,334,True,276535,3515004,2905.23803,0.0416
2021-05-06,SP,Embu-Guaçu,city,3811,139,True,69901,3515103,5451.99639,0.0365
2021-05-06,SP,Emilianópolis,city,229,5,True,3227,3515129,7096.37434,0.0218
2021-05-06,SP,Engenheiro Coelho,city,1959,36,True,21249,3515152,9219.25738,0.0184
2021-05-06,SP,Espírito Santo do Pinhal,city,3590,77,True,44471,3515186,8072.67658,0.0214
2021-05-06,SP,Espírito Santo do Turvo,city,214,3,True,4878,3515194,4387.04387,0.014
2021-05-06,SP,Estiva Gerbi,city,560,21,True,11407,3557303,4909.26624,0.0375
2021-05-06,SP,Estrela d'Oeste,city,997,21,True,8419,3515202,11842.26155,0.0211
2021-05-06,SP,Estrela do Norte,city,233,3,True,2770,3515301,8411.55235,0.0129
2021-05-06,SP,Euclides da Cunha Paulista,city,272,7,True,9325,3515350,2916.89008,0.0257
2021-05-06,SP,Fartura,city,1116,24,True,16070,3515400,6944.6173,0.0215
2021-05-06,SP,Fernandópolis,city,7673,187,True,69402,3515509,11055.87735,0.0244
2021-05-06,SP,Fernando Prestes,city,532,6,True,5794,3515608,9181.91232,0.0113
2021-05-06,SP,Fernão,city,138,0,True,1727,3515657,7990.73538,0.0
2021-05-06,SP,Ferraz de Vasconcelos,city,7975,326,True,196500,3515707,4058.52417,0.0409
2021-05-06,SP,Flora Rica,city,110,4,True,1430,3515806,7692.30769,0.0364
2021-05-06,SP,Floreal,city,134,4,True,2900,3515905,4620.68966,0.0299
2021-05-06,SP,Flórida Paulista,city,938,23,True,14790,3516002,6342.12306,0.0245
2021-05-06,SP,Florínea,city,130,4,True,2653,3516101,4900.11308,0.0308
2021-05-06,SP,Franca,city,21384,450,True,355901,3516200,6008.41245,0.021
2021-05-06,SP,Francisco Morato,city,8669,339,True,177633,3516309,4880.28688,0.0391
2021-05-06,SP,Franco da Rocha,city,9283,298,True,156492,3516408,5931.93262,0.0321
2021-05-06,SP,Gabriel Monteiro,city,121,4,True,2776,3516507,4358.78963,0.0331
2021-05-06,SP,Gália,city,335,10,True,6482,3516606,5168.15798,0.0299
2021-05-06,SP,Garça,city,2564,75,True,44409,3516705,5773.60445,0.0293
2021-05-06,SP,Gastão Vidigal,city,139,15,True,4860,3516804,2860.0823,0.1079
2021-05-06,SP,Gavião Peixoto,city,903,10,True,4815,3516853,18753.89408,0.0111
2021-05-06,SP,General Salgado,city,798,27,True,10862,3516903,7346.71331,0.0338
2021-05-06,SP,Getulina,city,769,14,True,11447,3517000,6717.91736,0.0182
2021-05-06,SP,Glicério,city,278,14,True,4829,3517109,5756.88548,0.0504
2021-05-06,SP,Guaiçara,city,1083,20,True,12294,3517208,8809.17521,0.0185
2021-05-06,SP,Guaimbê,city,360,6,True,5785,3517307,6222.99049,0.0167
2021-05-06,SP,Guaíra,city,3720,134,True,41040,3517406,9064.32749,0.036
2021-05-06,SP,Guapiaçu,city,1546,49,True,21775,3517505,7099.88519,0.0317
2021-05-06,SP,Guapiara,city,1694,69,True,17025,3517604,9950.07342,0.0407
2021-05-06,SP,Guará,city,1403,68,True,21308,3517703,6584.38145,0.0485
2021-05-06,SP,Guaraçaí,city,606,16,True,8290,3517802,7310.01206,0.0264
2021-05-06,SP,Guaraci,city,697,17,True,11287,3517901,6175.24586,0.0244
2021-05-06,SP,Guarani d'Oeste,city,114,4,True,1998,3518008,5705.70571,0.0351
2021-05-06,SP,Guarantã,city,229,13,True,6675,3518107,3430.71161,0.0568
2021-05-06,SP,Guararapes,city,2506,67,True,33100,3518206,7570.99698,0.0267
2021-05-06,SP,Guararema,city,1370,60,True,30136,3518305,4546.05787,0.0438
2021-05-06,SP,Guaratinguetá,city,6156,144,True,122505,3518404,5025.10102,0.0234
2021-05-06,SP,Guareí,city,2734,25,True,18887,3518503,14475.5652,0.0091
2021-05-06,SP,Guariba,city,3074,72,True,40487,3518602,7592.56057,0.0234
2021-05-06,SP,Guarujá,city,16726,891,True,322750,3518701,5182.33927,0.0533
2021-05-06,SP,Guarulhos,city,49999,3618,True,1392121,3518800,3591.56999,0.0724
2021-05-06,SP,Guatapará,city,278,13,True,7709,3518859,3606.1746,0.0468
2021-05-06,SP,Guzolândia,city,408,23,True,5307,3518909,7687.9593,0.0564
2021-05-06,SP,Herculândia,city,611,14,True,9588,3519006,6372.54902,0.0229
2021-05-06,SP,Holambra,city,1397,10,True,15272,3519055,9147.4594,0.0072
2021-05-06,SP,Hortolândia,city,16385,503,True,234259,3519071,6994.39509,0.0307
2021-05-06,SP,Iacanga,city,864,18,True,11858,3519105,7286.22027,0.0208
2021-05-06,SP,Iacri,city,201,4,True,6295,3519204,3193.01033,0.0199
2021-05-06,SP,Iaras,city,195,11,True,9517,3519253,2048.96501,0.0564
2021-05-06,SP,Ibaté,city,2728,71,True,35472,3519303,7690.57285,0.026
2021-05-06,SP,Ibirá,city,1042,23,True,12518,3519402,8324.01342,0.0221
2021-05-06,SP,Ibirarema,city,552,20,True,7841,3519501,7039.91838,0.0362
2021-05-06,SP,Ibitinga,city,5859,155,True,60600,3519600,9668.31683,0.0265
2021-05-06,SP,Ibiúna,city,2722,84,True,79479,3519709,3424.80404,0.0309
2021-05-06,SP,Icém,city,719,15,True,8304,3519808,8658.47784,0.0209
2021-05-06,SP,Iepê,city,548,12,True,8194,3519907,6687.82036,0.0219
2021-05-06,SP,Igaraçu do Tietê,city,1346,31,True,24749,3520004,5438.60358,0.023
2021-05-06,SP,Igarapava,city,1131,44,True,30614,3520103,3694.38819,0.0389
2021-05-06,SP,Igaratá,city,1751,24,True,9583,3520202,18271.93989,0.0137
2021-05-06,SP,Iguape,city,1621,62,True,30989,3520301,5230.88838,0.0382
2021-05-06,SP,Ilhabela,city,5589,34,True,35591,3520400,15703.40816,0.0061
2021-05-06,SP,Ilha Comprida,city,834,30,True,11362,3520426,7340.257,0.036
2021-05-06,SP,Ilha Solteira,city,1828,67,True,26788,3520442,6823.95102,0.0367
2021-05-06,SP,Importados/Indefinidos,city,677,0,True,,,,0.0
2021-05-06,SP,Indaiatuba,city,18193,439,True,256223,3520509,7100.45546,0.0241
2021-05-06,SP,Indiana,city,203,9,True,4879,3520608,4160.68867,0.0443
2021-05-06,SP,Indiaporã,city,167,5,True,3886,3520707,4297.47813,0.0299
2021-05-06,SP,Inúbia Paulista,city,256,10,True,4019,3520806,6369.74372,0.0391
2021-05-06,SP,Ipaussu,city,1198,28,True,15069,3520905,7950.09622,0.0234
2021-05-06,SP,Iperó,city,1851,21,True,37964,3521002,4875.67169,0.0113
2021-05-06,SP,Ipeúna,city,423,5,True,7687,3521101,5502.79693,0.0118
2021-05-06,SP,Ipiguá,city,776,19,True,5476,3521150,14170.92768,0.0245
2021-05-06,SP,Iporanga,city,237,4,True,4199,3521200,5644.201,0.0169
2021-05-06,SP,Ipuã,city,1335,42,True,16604,3521309,8040.23127,0.0315
2021-05-06,SP,Iracemápolis,city,3297,69,True,24614,3521408,13394.81596,0.0209
2021-05-06,SP,Irapuã,city,482,19,True,8048,3521507,5989.06561,0.0394
2021-05-06,SP,Irapuru,city,501,21,True,8325,3521606,6018.01802,0.0419
2021-05-06,SP,Itaberá,city,1547,25,True,17480,3521705,8850.11442,0.0162
2021-05-06,SP,Itaí,city,1587,37,True,27382,3521804,5795.77825,0.0233
2021-05-06,SP,Itajobi,city,1262,27,True,15297,3521903,8249.98366,0.0214
2021-05-06,SP,Itaju,city,417,4,True,3887,3522000,10728.06792,0.0096
2021-05-06,SP,Itanhaém,city,4420,203,True,103102,3522109,4287.01674,0.0459
2021-05-06,SP,Itaoca,city,232,7,True,3330,3522158,6966.96697,0.0302
2021-05-06,SP,Itapecerica da Serra,city,5988,344,True,177662,3522208,3370.445,0.0574
2021-05-06,SP,Itapetininga,city,11686,143,True,165526,3522307,7059.91808,0.0122
2021-05-06,SP,Itapeva,city,5447,191,True,94804,3522406,5745.53816,0.0351
2021-05-06,SP,Itapevi,city,8751,507,True,240961,3522505,3631.70804,0.0579
2021-05-06,SP,Itapira,city,5784,158,True,75234,3522604,7688.0134,0.0273
2021-05-06,SP,Itapirapuã Paulista,city,436,2,True,4268,3522653,10215.55764,0.0046
2021-05-06,SP,Itápolis,city,3372,90,True,43331,3522703,7781.95749,0.0267
2021-05-06,SP,Itaporanga,city,1147,35,True,15173,3522802,7559.48066,0.0305
2021-05-06,SP,Itapuí,city,1063,19,True,14147,3522901,7513.96056,0.0179
2021-05-06,SP,Itapura,city,183,6,True,4951,3523008,3696.22299,0.0328
2021-05-06,SP,Itaquaquecetuba,city,13229,691,True,375011,3523107,3527.62986,0.0522
2021-05-06,SP,Itararé,city,3913,142,True,50642,3523206,7726.78804,0.0363
2021-05-06,SP,Itariri,city,994,27,True,17598,3523305,5648.36913,0.0272
2021-05-06,SP,Itatiba,city,7395,109,True,122581,3523404,6032.74569,0.0147
2021-05-06,SP,Itatinga,city,1336,24,True,20921,3523503,6385.92801,0.018
2021-05-06,SP,Itirapina,city,1165,28,True,18387,3523602,6335.99826,0.024
2021-05-06,SP,Itirapuã,city,224,3,True,6543,3523701,3423.50604,0.0134
2021-05-06,SP,Itobi,city,500,8,True,7852,3523800,6367.80438,0.016
2021-05-06,SP,Itu,city,12940,271,True,175568,3523909,7370.36362,0.0209
2021-05-06,SP,Itupeva,city,4325,84,True,62813,3524006,6885.51733,0.0194
2021-05-06,SP,Ituverava,city,1237,81,True,42045,3524105,2942.08586,0.0655
2021-05-06,SP,Jaborandi,city,402,8,True,6946,3524204,5787.5036,0.0199
2021-05-06,SP,Jaboticabal,city,4875,99,True,77652,3524303,6278.00958,0.0203
2021-05-06,SP,Jacareí,city,17064,440,True,235416,3524402,7248.44531,0.0258
2021-05-06,SP,Jaci,city,646,12,True,7196,3524501,8977.20956,0.0186
2021-05-06,SP,Jacupiranga,city,1175,37,True,17889,3524600,6568.28218,0.0315
2021-05-06,SP,Jaguariúna,city,3912,80,True,58722,3524709,6661.89844,0.0204
2021-05-06,SP,Jales,city,4723,180,True,49201,3524808,9599.39839,0.0381
2021-05-06,SP,Jambeiro,city,279,8,True,6717,3524907,4153.64002,0.0287
2021-05-06,SP,Jandira,city,5479,204,True,126356,3525003,4336.16132,0.0372
2021-05-06,SP,Jardinópolis,city,2584,96,True,44970,3525102,5746.05292,0.0372
2021-05-06,SP,Jarinu,city,1776,42,True,30617,3525201,5800.69896,0.0236
2021-05-06,SP,Jaú,city,7148,371,True,151881,3525300,4706.31613,0.0519
2021-05-06,SP,Jeriquara,city,211,1,True,3151,3525409,6696.28689,0.0047
2021-05-06,SP,Joanópolis,city,777,4,True,13338,3525508,5825.46109,0.0051
2021-05-06,SP,João Ramalho,city,452,12,True,4551,3525607,9931.8831,0.0265
2021-05-06,SP,José Bonifácio,city,3768,84,True,37366,3525706,10084.03361,0.0223
2021-05-06,SP,Júlio Mesquita,city,103,9,True,4800,3525805,2145.83333,0.0874
2021-05-06,SP,Jumirim,city,268,4,True,3418,3525854,7840.8426,0.0149
2021-05-06,SP,Jundiaí,city,35801,1062,True,423006,3525904,8463.47333,0.0297
2021-05-06,SP,Junqueirópolis,city,1231,57,True,20831,3526001,5909.46186,0.0463
2021-05-06,SP,Juquiá,city,1330,32,True,18718,3526100,7105.45999,0.0241
2021-05-06,SP,Juquitiba,city,1615,52,True,31646,3526209,5103.33059,0.0322
2021-05-06,SP,Lagoinha,city,152,2,True,4889,3526308,3109.02025,0.0132
2021-05-06,SP,Laranjal Paulista,city,3103,61,True,28785,3526407,10779.9201,0.0197
2021-05-06,SP,Lavínia,city,681,14,True,12285,3526506,5543.34554,0.0206
2021-05-06,SP,Lavrinhas,city,224,3,True,7311,3526605,3063.87635,0.0134
2021-05-06,SP,Leme,city,8110,244,True,104346,3526704,7772.21935,0.0301
2021-05-06,SP,Lençóis Paulista,city,9527,138,True,68990,3526803,13809.24772,0.0145
2021-05-06,SP,Limeira,city,15210,470,True,308482,3526902,4930.59563,0.0309
2021-05-06,SP,Lindóia,city,491,17,True,8092,3527009,6067.72121,0.0346
2021-05-06,SP,Lins,city,7578,224,True,78503,3527108,9653.13428,0.0296
